order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
1487308,2488,prior,15,4,09,16
1579496,2488,prior,16,5,09,15
826016,2488,prior,17,4,08,20
257544,2488,prior,18,3,23,13
63378,2488,prior,19,6,09,24
2770111,2488,prior,20,1,08,9
2814534,2488,prior,21,3,14,9
1305751,2488,prior,22,4,07,8
1480221,2488,prior,23,5,12,15
1762942,2488,prior,24,5,09,7
1776740,2488,prior,25,4,09,13
1140681,2488,prior,26,2,10,12
2265842,2488,prior,27,4,10,16
524118,2488,prior,28,5,13,22
1056049,2488,train,29,5,14,0
3224476,2489,prior,1,6,15,NA
379685,2489,prior,2,5,15,6
2167787,2489,prior,3,6,18,15
709095,2489,prior,4,6,11,21
316970,2489,prior,5,0,16,8
1103404,2489,prior,6,6,15,20
2967047,2489,prior,7,0,16,8
2782080,2489,prior,8,0,08,14
85864,2489,prior,9,1,14,8
2984026,2489,prior,10,6,12,5
1068041,2489,prior,11,1,12,9
1120378,2489,prior,12,1,13,14
134286,2489,prior,13,6,16,5
1999643,2489,prior,14,3,13,4
2022337,2489,prior,15,0,16,4
1560271,2489,prior,16,3,16,17
2533399,2489,prior,17,6,18,10
3134042,2489,prior,18,4,16,26
2013529,2489,prior,19,1,15,4
786486,2489,prior,20,0,16,27
1817950,2489,prior,21,3,17,3
2505519,2489,prior,22,6,09,10
1464599,2489,prior,23,2,16,10
2391941,2489,prior,24,6,16,4
2136081,2489,prior,25,4,17,12
3404697,2489,prior,26,1,16,4
1394919,2489,prior,27,5,11,4
453972,2489,prior,28,6,14,15
1028376,2489,prior,29,1,14,9
2818210,2489,prior,30,3,10,16
825795,2489,train,31,5,16,2
2801157,2490,prior,1,4,13,NA
1215395,2490,prior,2,6,13,23
2884213,2490,prior,3,2,13,10
1969821,2490,prior,4,4,13,16
3177459,2490,prior,5,5,19,22
1599791,2490,prior,6,1,19,10
1671642,2490,prior,7,3,15,16
3409863,2490,prior,8,4,20,15
1813604,2490,prior,9,6,21,23
2869927,2490,prior,10,0,13,30
3001094,2490,prior,11,5,08,30
253746,2490,prior,12,0,23,2
3399829,2490,prior,13,0,11,7
1161671,2490,prior,14,2,21,9
1898428,2490,train,15,0,17,12
349450,2491,prior,1,3,13,NA
621513,2491,prior,2,2,13,13
1214763,2491,prior,3,3,09,29
1481813,2491,prior,4,2,15,13
1505659,2491,prior,5,5,15,10
2403717,2491,prior,6,1,19,3
807776,2491,prior,7,5,16,11
2576416,2491,prior,8,4,19,20
2300534,2491,prior,9,2,16,12
1419799,2491,prior,10,6,19,4
438030,2491,prior,11,1,18,9
3152204,2491,prior,12,1,19,0
1193710,2491,prior,13,4,07,30
204664,2491,prior,14,0,17,10
1839541,2491,test,15,4,07,11
1927874,2492,prior,1,6,09,NA
1333244,2492,prior,2,6,09,21
403080,2492,prior,3,6,09,14
1140253,2492,prior,4,1,14,30
1508449,2492,prior,5,6,11,30
1519249,2492,prior,6,1,10,30
1940929,2492,prior,7,4,18,10
485727,2492,prior,8,1,12,30
796258,2492,prior,9,6,11,26
2077913,2492,prior,10,6,12,14
718184,2492,train,11,5,12,6
198323,2493,prior,1,2,22,NA
2331005,2493,prior,2,1,15,30
2003984,2493,prior,3,0,20,6
2740534,2493,prior,4,1,12,8
1507931,2493,train,5,3,13,23
2534105,2494,prior,1,1,11,NA
2198128,2494,prior,2,0,17,6
963626,2494,prior,3,1,09,8
2806411,2494,train,4,3,13,9
1454986,2495,prior,1,3,16,NA
943937,2495,prior,2,2,12,6
2757115,2495,prior,3,3,17,22
1695182,2495,prior,4,2,07,30
216011,2495,prior,5,2,06,14
1809053,2495,prior,6,1,07,6
1882277,2495,prior,7,3,11,23
1727653,2495,prior,8,1,14,5
325637,2495,prior,9,4,11,3
847717,2495,prior,10,2,12,5
998669,2495,prior,11,2,07,7
628149,2495,prior,12,5,09,17
1048627,2495,prior,13,1,08,30
2696214,2495,prior,14,1,09,7
2251648,2495,prior,15,5,18,4
501994,2495,prior,16,1,09,10
1788569,2495,prior,17,2,12,8
1012070,2495,prior,18,5,11,3
2286240,2495,prior,19,1,11,17
404552,2495,prior,20,6,09,12
3267091,2495,prior,21,3,13,18
380233,2495,prior,22,1,17,5
2072090,2495,prior,23,4,11,3
2854760,2495,prior,24,2,06,5
2762285,2495,prior,25,2,08,7
624799,2495,prior,26,1,09,6
25976,2495,prior,27,1,09,7
3085125,2495,prior,28,3,15,2
2593473,2495,prior,29,4,08,8
1608041,2495,prior,30,0,08,10
406622,2495,prior,31,1,08,15
1657741,2495,prior,32,4,09,10
202593,2495,prior,33,1,10,11
2614759,2495,train,34,5,08,4
649304,2496,prior,1,1,10,NA
367387,2496,prior,2,5,20,4
2779246,2496,prior,3,4,20,6
585945,2496,prior,4,4,14,7
455341,2496,prior,5,1,13,4
2261654,2496,prior,6,0,13,6
2403156,2496,prior,7,0,13,7
864630,2496,prior,8,5,17,5
380311,2496,prior,9,5,16,7
1104512,2496,prior,10,1,18,3
930382,2496,prior,11,0,13,6
789321,2496,prior,12,1,09,8
380250,2496,prior,13,3,10,9
3406209,2496,prior,14,2,13,6
955766,2496,prior,15,1,17,6
2762567,2496,prior,16,5,20,4
910525,2496,prior,17,2,13,4
3230041,2496,prior,18,1,14,6
1868150,2496,prior,19,2,16,8
1685425,2496,prior,20,6,12,4
2883317,2496,prior,21,6,10,7
2156573,2496,prior,22,5,19,6
512026,2496,prior,23,2,21,4
26770,2496,prior,24,0,09,5
2426987,2496,prior,25,3,13,3
3297703,2496,prior,26,3,13,7
1336135,2496,prior,27,1,13,12
2031593,2496,prior,28,6,13,5
555886,2496,prior,29,1,09,9
917879,2496,prior,30,1,09,7
3133320,2496,prior,31,0,13,6
352796,2496,prior,32,1,09,8
639521,2496,prior,33,1,12,7
243448,2496,prior,34,6,08,5
1188667,2496,prior,35,3,08,4
803315,2496,prior,36,1,09,5
2134450,2496,prior,37,3,10,2
1622752,2496,prior,38,1,08,12
2188620,2496,prior,39,6,12,5
4766,2496,prior,40,3,11,4
1364850,2496,prior,41,1,07,19
1133931,2496,prior,42,5,21,11
883330,2496,prior,43,5,14,7
2662900,2496,prior,44,4,12,13
657089,2496,prior,45,3,11,6
2898083,2496,prior,46,1,09,5
1584183,2496,prior,47,0,20,6
2977043,2496,prior,48,4,10,11
1975318,2496,prior,49,0,13,3
2338736,2496,prior,50,6,11,6
2392244,2496,prior,51,4,21,5
751168,2496,prior,52,3,14,13
1289792,2496,prior,53,2,19,6
46572,2496,prior,54,5,15,10
875539,2496,prior,55,4,12,6
1545781,2496,test,56,1,10,4
916685,2497,prior,1,0,17,NA
64196,2497,prior,2,6,16,6
1237335,2497,prior,3,0,10,8
2968116,2497,prior,4,2,17,9
3170312,2497,prior,5,6,19,30
1197306,2497,prior,6,1,20,30
2918026,2497,prior,7,6,09,12
2479795,2497,prior,8,1,08,23
296905,2497,prior,9,3,19,2
763161,2497,prior,10,3,20,7
1112830,2497,prior,11,4,12,8
1429596,2497,prior,12,6,09,9
2908345,2497,prior,13,6,20,7
849980,2497,prior,14,5,08,6
2251921,2497,prior,15,2,20,4
951444,2497,prior,16,0,18,26
2869870,2497,prior,17,2,18,9
1637585,2497,prior,18,6,11,4
950779,2497,prior,19,0,15,8
379154,2497,prior,20,5,13,5
1618327,2497,prior,21,2,19,18
182850,2497,prior,22,1,19,13
927008,2497,prior,23,2,17,30
996964,2497,prior,24,5,16,3
1110172,2497,prior,25,1,19,10
2984260,2497,prior,26,2,16,8
1179517,2497,prior,27,5,14,3
2966295,2497,prior,28,5,14,7
2604905,2497,prior,29,2,19,4
82156,2497,train,30,4,09,9
458877,2498,prior,1,5,21,NA
3304298,2498,prior,2,3,18,12
992130,2498,prior,3,3,19,0
2090191,2498,prior,4,0,22,11
663268,2498,prior,5,3,01,24
237863,2498,prior,6,6,17,10
425265,2498,prior,7,6,18,14
1974318,2498,prior,8,4,10,19
3283190,2498,prior,9,4,13,14
940720,2498,prior,10,6,15,9
3268902,2498,prior,11,1,11,16
171658,2498,prior,12,4,19,17
1091065,2498,prior,13,6,10,16
536596,2498,prior,14,1,13,16
526671,2498,prior,15,2,13,8
336488,2498,train,16,0,20,12
918471,2499,prior,1,6,12,NA
1889728,2499,prior,2,4,13,30
2316874,2499,prior,3,4,13,0
54804,2499,train,4,1,16,30
87507,2500,prior,1,1,17,NA
2622702,2500,prior,2,2,11,15
408256,2500,prior,3,2,11,14
1822231,2500,prior,4,0,14,5
2623473,2500,prior,5,0,18,30
2877890,2500,prior,6,6,09,20
2499198,2500,prior,7,0,12,1
1121589,2500,prior,8,1,19,22
2243334,2500,prior,9,2,19,15
1526264,2500,prior,10,0,10,30
231289,2500,train,11,2,15,30
768510,2501,prior,1,1,09,NA
2933035,2501,prior,2,5,15,11
3131434,2501,prior,3,1,10,10
2177497,2501,prior,4,1,11,7
2930255,2501,prior,5,1,09,7
2442695,2501,prior,6,1,11,7
3319328,2501,prior,7,1,10,14
1054580,2501,prior,8,1,09,7
1430626,2501,prior,9,2,09,8
868057,2501,prior,10,2,09,7
1204974,2501,prior,11,1,16,13
144055,2501,prior,12,1,11,14
1285409,2501,prior,13,1,10,14
430055,2501,prior,14,1,09,7
2257458,2501,prior,15,1,10,7
1852423,2501,prior,16,2,08,8
2472796,2501,prior,17,2,11,14
1396493,2501,prior,18,1,10,13
857616,2501,prior,19,2,09,22
83537,2501,prior,20,1,13,6
1946452,2501,prior,21,3,09,23
956888,2501,prior,22,5,13,16
2569866,2501,prior,23,5,12,7
1528031,2501,prior,24,3,13,12
2176948,2501,prior,25,5,14,9
801057,2501,prior,26,5,13,7
3124046,2501,prior,27,5,15,7
1189350,2501,prior,28,5,15,7
2900752,2501,prior,29,5,16,7
3358144,2501,prior,30,5,14,7
1213787,2501,train,31,5,17,7
618703,2502,prior,1,0,12,NA
3230709,2502,prior,2,5,19,12
3196245,2502,prior,3,1,11,10
2501584,2502,prior,4,6,10,30
3409991,2502,prior,5,3,16,11
890858,2502,prior,6,3,19,14
1141018,2502,prior,7,2,12,27
67169,2502,prior,8,4,16,16
2316720,2502,prior,9,1,14,11
1745394,2502,prior,10,2,19,8
360026,2502,test,11,4,18,16
883772,2503,prior,1,0,09,NA
2781711,2503,prior,2,0,10,30
1545143,2503,prior,3,1,15,15
224479,2503,prior,4,0,18,6
584149,2503,prior,5,5,14,30
1312958,2503,prior,6,0,15,2
1316361,2503,prior,7,1,17,15
2532925,2503,prior,8,2,08,15
814490,2503,prior,9,0,11,30
3270193,2503,prior,10,0,09,21
1284450,2503,prior,11,4,14,4
626288,2503,prior,12,5,14,30
1434157,2503,prior,13,5,15,21
2677905,2503,train,14,1,13,24
3067555,2504,prior,1,2,15,NA
2248130,2504,prior,2,0,11,5
3379007,2504,prior,3,6,10,30
2512428,2504,prior,4,0,09,8
1199668,2504,prior,5,1,09,29
2188576,2504,prior,6,6,09,5
852650,2504,prior,7,6,13,30
1338875,2504,prior,8,6,11,7
288186,2504,train,9,6,10,7
350680,2505,prior,1,5,07,NA
515115,2505,prior,2,4,21,6
513870,2505,prior,3,0,13,10
2928523,2505,prior,4,3,17,10
1392089,2505,prior,5,1,18,5
1855911,2505,prior,6,6,14,5
429562,2505,prior,7,2,17,3
442340,2505,prior,8,3,19,8
2500995,2505,prior,9,4,22,1
2793193,2505,prior,10,6,11,9
60134,2505,prior,11,4,16,5
1795027,2505,prior,12,0,14,17
262923,2505,prior,13,4,18,4
1005762,2505,prior,14,6,10,16
2577844,2505,prior,15,0,08,22
3415261,2505,prior,16,1,22,1
2794797,2505,prior,17,4,20,3
1795344,2505,prior,18,5,19,8
967564,2505,prior,19,4,17,6
1988266,2505,prior,20,5,19,8
1491065,2505,prior,21,4,18,6
1228957,2505,prior,22,2,17,5
1922660,2505,prior,23,1,16,6
413882,2505,prior,24,3,18,16
1179410,2505,prior,25,0,12,11
1579284,2505,prior,26,0,06,21
1754999,2505,prior,27,5,18,5
1238919,2505,prior,28,5,17,7
889734,2505,prior,29,2,17,4
1952199,2505,prior,30,4,06,9
2100900,2505,prior,31,2,17,5
477829,2505,prior,32,5,16,10
2039682,2505,prior,33,0,08,2
2384131,2505,prior,34,5,07,5
67717,2505,prior,35,1,12,3
2867377,2505,prior,36,0,08,6
2266396,2505,prior,37,4,17,4
607788,2505,prior,38,2,17,5
2254467,2505,prior,39,2,18,14
1320117,2505,prior,40,0,08,5
1879670,2505,prior,41,5,07,12
3288439,2505,prior,42,0,08,23
1080989,2505,prior,43,3,19,10
3339983,2505,train,44,3,20,21
3357701,2506,prior,1,3,17,NA
1522492,2506,prior,2,4,15,1
1099842,2506,prior,3,1,13,30
71714,2506,prior,4,6,20,12
1119743,2506,prior,5,2,11,3
2266828,2506,prior,6,4,16,16
488062,2506,prior,7,6,17,23
1295669,2506,prior,8,0,14,15
1614123,2506,prior,9,1,15,1
2136099,2506,prior,10,5,15,4
2624223,2506,prior,11,2,13,30
357529,2506,prior,12,5,13,30
1956358,2506,prior,13,3,10,30
510999,2506,train,14,1,15,12
1360651,2507,prior,1,0,11,NA
2929719,2507,prior,2,1,15,1
40111,2507,prior,3,0,15,30
2084245,2507,prior,4,1,11,8
502915,2507,prior,5,2,07,30
386086,2507,prior,6,3,07,15
2715459,2507,test,7,0,16,18
665924,2508,prior,1,1,17,NA
1011260,2508,prior,2,1,21,7
267964,2508,prior,3,2,17,30
948146,2508,prior,4,3,19,30
1510891,2508,prior,5,5,17,30
646220,2508,prior,6,2,11,30
1960426,2508,prior,7,2,11,0
1706615,2508,train,8,0,13,30
1141302,2509,prior,1,6,12,NA
942571,2509,prior,2,5,10,30
1486969,2509,prior,3,3,12,30
2172352,2509,test,4,3,19,30
1492854,2510,prior,1,5,13,NA
2469782,2510,prior,2,5,18,30
1668313,2510,prior,3,1,16,30
414131,2510,prior,4,3,17,30
1291507,2510,prior,5,2,15,27
234350,2510,prior,6,1,12,13
2191599,2510,train,7,4,09,30
1483137,2511,prior,1,0,20,NA
3239800,2511,prior,2,2,21,23
2870437,2511,prior,3,1,09,27
269972,2511,prior,4,2,10,30
3336091,2511,prior,5,0,22,30
1785314,2511,prior,6,1,20,30
1117355,2511,train,7,1,11,30
1178404,2512,prior,1,4,13,NA
2914425,2512,prior,2,5,11,8
2289319,2512,prior,3,2,10,11
1111699,2512,prior,4,0,18,5
1793342,2512,train,5,2,22,2
1829290,2513,prior,1,0,09,NA
3292267,2513,prior,2,6,20,30
1799263,2513,prior,3,0,10,22
805794,2513,prior,4,0,08,14
2352016,2513,prior,5,6,14,30
351801,2513,prior,6,0,12,22
2313350,2513,test,7,0,19,14
1086718,2514,prior,1,0,19,NA
854064,2514,prior,2,5,07,12
3338430,2514,prior,3,0,10,9
2332065,2514,prior,4,2,15,9
3384969,2514,prior,5,0,19,5
922378,2514,prior,6,3,18,10
1633080,2514,prior,7,0,15,25
2596546,2514,prior,8,6,22,13
1232177,2514,prior,9,6,15,7
2664702,2514,prior,10,0,18,8
890032,2514,prior,11,2,20,9
3374237,2514,prior,12,2,11,7
781051,2514,prior,13,0,14,19
3210927,2514,prior,14,2,16,9
1734443,2514,prior,15,0,09,5
3124729,2514,prior,16,5,07,5
3187735,2514,prior,17,1,11,3
2664928,2514,prior,18,0,19,13
1669074,2514,prior,19,0,20,7
1772084,2514,prior,20,0,18,21
1881217,2514,prior,21,0,12,14
102738,2514,prior,22,0,14,0
966536,2514,prior,23,2,12,16
149855,2514,prior,24,2,16,14
2932680,2514,prior,25,3,20,8
3099242,2514,prior,26,4,09,8
1379396,2514,prior,27,1,12,4
1304786,2514,prior,28,2,13,8
951567,2514,prior,29,0,15,26
1849637,2514,prior,30,2,13,9
3105435,2514,prior,31,0,13,12
955187,2514,prior,32,2,19,9
1345045,2514,prior,33,1,11,6
29530,2514,prior,34,6,14,19
1771407,2514,test,35,1,15,16
3118046,2515,prior,1,1,05,NA
21664,2515,prior,2,2,16,1
1314980,2515,prior,3,1,13,30
2550134,2515,prior,4,3,15,2
435679,2515,prior,5,5,15,16
1676348,2515,train,6,0,11,16
786231,2516,prior,1,0,10,NA
1925034,2516,prior,2,0,16,14
2130564,2516,prior,3,0,10,7
3274082,2516,prior,4,1,13,8
2870186,2516,prior,5,1,11,7
1301551,2516,prior,6,6,15,12
424850,2516,prior,7,6,09,14
587098,2516,prior,8,3,11,11
487869,2516,prior,9,1,10,12
2353851,2516,prior,10,5,08,11
1127661,2516,prior,11,0,14,2
1823946,2516,prior,12,1,10,8
220272,2516,prior,13,3,14,16
1737352,2516,prior,14,0,13,11
2649761,2516,prior,15,0,13,28
2099546,2516,prior,16,6,12,20
1464337,2516,prior,17,4,12,12
2244854,2516,train,18,0,12,10
2701859,2517,prior,1,5,12,NA
1565285,2517,prior,2,6,13,30
2137178,2517,prior,3,3,13,30
2376720,2517,prior,4,2,13,30
2524511,2517,prior,5,4,11,30
2505443,2517,test,6,2,12,5
883075,2518,prior,1,3,09,NA
1246763,2518,prior,2,2,10,6
1117696,2518,prior,3,2,18,7
821811,2518,prior,4,5,20,3
2544410,2518,prior,5,3,10,5
2961449,2518,prior,6,1,21,5
1865144,2518,prior,7,4,14,3
620502,2518,prior,8,0,16,3
563343,2518,prior,9,2,08,2
1737717,2518,prior,10,4,13,2
375017,2518,prior,11,2,16,5
3019889,2518,prior,12,1,09,6
45023,2518,prior,13,4,13,3
970100,2518,prior,14,1,17,4
3087150,2518,prior,15,4,10,3
1785519,2518,prior,16,1,09,4
3312667,2518,prior,17,4,08,3
1342667,2518,prior,18,1,13,4
1578488,2518,prior,19,2,08,8
2024787,2518,prior,20,0,10,5
2349892,2518,prior,21,4,09,4
3356692,2518,prior,22,4,11,21
2907481,2518,prior,23,0,22,10
151516,2518,prior,24,1,09,8
560851,2518,prior,25,3,11,2
1063277,2518,prior,26,1,10,5
820354,2518,prior,27,6,21,5
1624882,2518,prior,28,3,09,4
2567695,2518,prior,29,0,21,4
595359,2518,prior,30,0,22,7
2262909,2518,prior,31,0,22,7
368634,2518,prior,32,0,17,7
2477115,2518,train,33,1,08,8
2467104,2519,prior,1,2,09,NA
2226458,2519,prior,2,3,10,8
2460079,2519,prior,3,1,12,30
2410682,2519,prior,4,1,13,7
3297897,2519,prior,5,3,09,16
62710,2519,prior,6,2,11,20
1419037,2519,prior,7,2,08,21
2816749,2519,prior,8,5,10,17
1183466,2519,prior,9,2,11,11
349319,2519,prior,10,3,09,22
2298248,2519,prior,11,4,08,15
1375568,2519,prior,12,3,14,6
2368365,2519,prior,13,2,09,6
3145027,2519,prior,14,5,09,3
3046249,2519,prior,15,4,11,6
2968975,2519,prior,16,1,10,11
2095251,2519,prior,17,1,10,7
3200519,2519,prior,18,2,09,8
918299,2519,train,19,3,11,8
518584,2520,prior,1,2,08,NA
2561897,2520,prior,2,2,08,28
1078643,2520,prior,3,0,08,5
170421,2520,prior,4,3,08,3
73195,2520,prior,5,4,12,15
2169892,2520,prior,6,4,08,7
3085342,2520,prior,7,4,09,0
1937783,2520,prior,8,2,11,5
1058443,2520,prior,9,5,12,3
1843295,2520,prior,10,5,08,7
336056,2520,prior,11,5,06,7
3001133,2520,prior,12,3,06,5
3299037,2520,prior,13,5,02,9
851108,2520,prior,14,5,12,7
3013294,2520,prior,15,5,12,7
748363,2520,prior,16,5,12,7
1365698,2520,prior,17,5,12,7
2600138,2520,prior,18,4,07,6
1612239,2520,prior,19,5,07,8
1408920,2520,test,20,0,12,9
2453100,2521,prior,1,5,13,NA
941687,2521,prior,2,2,12,4
2183368,2521,prior,3,6,14,4
1694924,2521,train,4,5,08,27
1171266,2522,prior,1,6,19,NA
1818269,2522,prior,2,2,08,30
1636464,2522,prior,3,6,17,30
2083649,2522,prior,4,1,18,9
684823,2522,prior,5,6,11,5
789042,2522,prior,6,3,18,4
3107759,2522,prior,7,3,16,7
920178,2522,prior,8,6,14,10
1558797,2522,prior,9,0,17,29
3352476,2522,prior,10,3,10,30
3096619,2522,prior,11,4,11,30
1949135,2522,prior,12,6,12,30
443412,2522,prior,13,6,12,21
193737,2522,test,14,2,17,30
2627497,2523,prior,1,5,08,NA
1548716,2523,prior,2,0,10,23
1848950,2523,prior,3,0,12,7
55022,2523,prior,4,5,13,26
2084290,2523,prior,5,6,09,8
2891243,2523,prior,6,4,10,30
981380,2523,prior,7,6,07,30
1955031,2523,train,8,4,13,30
3155592,2524,prior,1,3,14,NA
932795,2524,prior,2,3,15,7
2961242,2524,prior,3,0,12,4
2675623,2524,prior,4,4,12,4
1821104,2524,prior,5,1,18,4
391794,2524,prior,6,6,10,12
650034,2524,prior,7,4,14,5
529318,2524,prior,8,3,15,6
2149347,2524,prior,9,6,15,10
3356922,2524,prior,10,5,12,6
1315108,2524,prior,11,1,18,10
950458,2524,prior,12,4,11,3
913911,2524,prior,13,3,08,6
688324,2524,prior,14,3,15,14
1712006,2524,prior,15,2,16,6
88676,2524,prior,16,6,13,25
1443843,2524,prior,17,5,18,6
1694399,2524,prior,18,6,11,1
1540799,2524,prior,19,3,14,11
1044825,2524,prior,20,4,19,8
1697406,2524,prior,21,2,18,5
64929,2524,prior,22,3,08,8
2626249,2524,prior,23,1,08,5
1089455,2524,prior,24,0,13,13
739040,2524,train,25,0,14,14
268152,2525,prior,1,0,16,NA
1249663,2525,prior,2,0,11,14
255109,2525,prior,3,0,11,30
3251766,2525,prior,4,6,14,30
2496461,2525,prior,5,0,11,15
1852584,2525,prior,6,1,11,8
2743790,2525,prior,7,0,10,6
3374364,2525,train,8,1,10,15
1083804,2526,prior,1,0,09,NA
1404657,2526,prior,2,0,11,7
806387,2526,prior,3,0,12,7
2002854,2526,prior,4,0,10,7
3393018,2526,prior,5,4,20,30
1326994,2526,prior,6,1,11,30
1815801,2526,prior,7,0,12,6
1677173,2526,prior,8,1,14,8
380715,2526,prior,9,0,09,20
2711920,2526,prior,10,0,11,30
2257748,2526,prior,11,5,09,19
2217998,2526,train,12,1,09,3
1302666,2527,prior,1,3,14,NA
2536248,2527,prior,2,3,13,14
1623170,2527,prior,3,2,11,27
2313705,2527,prior,4,4,09,30
2715856,2527,test,5,1,10,30
840215,2528,prior,1,3,20,NA
443725,2528,prior,2,1,10,5
3175673,2528,prior,3,3,06,9
3030737,2528,prior,4,6,21,3
100328,2528,prior,5,6,14,7
1996364,2528,prior,6,3,15,11
87207,2528,prior,7,4,15,8
2247613,2528,train,8,4,10,21
743766,2529,prior,1,3,11,NA
3193119,2529,prior,2,4,15,30
1790860,2529,prior,3,6,14,9
2296629,2529,prior,4,2,14,30
2421475,2529,prior,5,0,10,5
2771650,2529,prior,6,4,14,4
31413,2529,prior,7,0,22,3
790724,2529,prior,8,2,12,16
2648952,2529,prior,9,1,19,6
1809610,2529,prior,10,2,08,8
1511173,2529,prior,11,6,01,11
3270219,2529,prior,12,4,18,5
969110,2529,prior,13,1,21,11
975400,2529,prior,14,6,09,5
2371931,2529,prior,15,3,20,4
1387559,2529,prior,16,5,13,2
2529061,2529,prior,17,6,00,15
3415420,2529,prior,18,3,14,4
689287,2529,prior,19,0,20,11
3410558,2529,test,20,4,10,4
2517829,2530,prior,1,1,18,NA
2591238,2530,prior,2,0,17,13
419023,2530,prior,3,0,17,7
2094666,2530,prior,4,0,16,7
1550719,2530,prior,5,0,15,7
2354279,2530,prior,6,4,17,11
2055760,2530,prior,7,0,19,10
1168997,2530,prior,8,3,18,10
2529193,2530,prior,9,1,14,12
1967894,2530,prior,10,0,12,6
2400212,2530,prior,11,6,16,6
2925073,2530,prior,12,1,17,16
2191735,2530,prior,13,0,12,6
2373596,2530,prior,14,4,18,11
1362181,2530,prior,15,6,12,9
1944016,2530,prior,16,6,11,7
1156747,2530,prior,17,2,18,10
353756,2530,train,18,5,13,10
2798734,2531,prior,1,0,16,NA
2317871,2531,prior,2,6,16,13
1060538,2531,prior,3,5,15,13
1428442,2531,prior,4,5,15,0
1795861,2531,prior,5,3,16,5
1561454,2531,prior,6,0,11,4
2846196,2531,prior,7,6,17,6
3191847,2531,prior,8,2,18,10
1061106,2531,prior,9,5,11,3
1604004,2531,prior,10,2,15,4
2567031,2531,prior,11,3,15,1
2155520,2531,prior,12,5,12,2
713941,2531,prior,13,3,13,5
1653789,2531,prior,14,0,16,4
2796461,2531,prior,15,5,09,5
105513,2531,prior,16,0,16,2
3194130,2531,prior,17,5,16,5
2291758,2531,prior,18,0,15,2
405815,2531,prior,19,2,14,2
644251,2531,prior,20,6,17,11
2489198,2531,prior,21,6,16,21
2959822,2531,prior,22,4,13,5
996252,2531,prior,23,3,17,6
2356442,2531,prior,24,0,10,4
151986,2531,prior,25,1,13,1
1322538,2531,prior,26,3,17,9
2239139,2531,prior,27,5,16,16
1773624,2531,prior,28,3,16,5
734895,2531,prior,29,5,16,2
2491498,2531,prior,30,1,17,3
1243848,2531,prior,31,2,15,1
925514,2531,prior,32,4,15,2
829935,2531,prior,33,5,12,8
1275125,2531,prior,34,1,13,3
2648320,2531,prior,35,5,13,4
1054556,2531,prior,36,6,10,8
1239966,2531,prior,37,1,15,2
676892,2531,prior,38,5,12,4
2210410,2531,prior,39,1,12,3
1884912,2531,prior,40,2,12,8
240880,2531,prior,41,0,11,5
1193239,2531,prior,42,4,14,4
381616,2531,prior,43,4,16,7
1560506,2531,prior,44,1,12,4
756768,2531,prior,45,2,17,1
2796211,2531,prior,46,4,13,2
2042941,2531,prior,47,1,13,4
528594,2531,prior,48,5,13,4
3377385,2531,prior,49,6,11,1
1820892,2531,prior,50,2,09,3
2681084,2531,prior,51,4,17,2
1293485,2531,prior,52,1,14,4
3368899,2531,prior,53,0,14,6
194637,2531,prior,54,5,16,5
19713,2531,prior,55,6,14,1
974197,2531,prior,56,4,12,5
1062792,2531,prior,57,2,13,5
1490259,2531,prior,58,2,15,7
2606871,2531,prior,59,0,10,5
3181292,2531,prior,60,5,12,5
2936652,2531,prior,61,2,17,11
1435471,2531,prior,62,5,14,30
395469,2531,train,63,6,11,1
1795746,2532,prior,1,2,12,NA
3358679,2532,prior,2,3,12,29
155329,2532,prior,3,3,15,28
3220768,2532,test,4,6,09,3
2824552,2533,prior,1,4,10,NA
2162420,2533,prior,2,5,22,8
1452816,2533,prior,3,6,08,8
1625826,2533,prior,4,6,09,7
3287242,2533,prior,5,0,15,1
2445909,2533,prior,6,5,06,12
1849690,2533,prior,7,2,15,4
1996836,2533,prior,8,6,09,4
2234056,2533,prior,9,6,09,0
27641,2533,prior,10,2,11,3
1817277,2533,prior,11,6,10,4
1827034,2533,prior,12,0,11,8
1588175,2533,prior,13,6,09,6
2085708,2533,prior,14,6,08,7
3008652,2533,prior,15,6,07,7
2254673,2533,prior,16,6,04,7
565349,2533,prior,17,6,10,7
2849772,2533,prior,18,6,10,7
331936,2533,prior,19,6,12,7
2711212,2533,prior,20,5,07,6
2562459,2533,prior,21,6,06,8
3233617,2533,prior,22,6,07,7
2664515,2533,prior,23,6,10,7
1678461,2533,prior,24,6,08,7
794769,2533,prior,25,6,12,7
448754,2533,train,26,6,08,7
2869623,2534,prior,1,4,10,NA
409923,2534,prior,2,4,09,30
867139,2534,prior,3,3,10,30
2758485,2534,prior,4,3,12,7
562114,2534,prior,5,3,09,7
1560723,2534,prior,6,2,12,6
2333593,2534,prior,7,3,12,30
1842645,2534,prior,8,3,10,14
1979090,2534,prior,9,3,10,21
3148020,2534,prior,10,3,13,7
216905,2534,prior,11,3,13,21
2858686,2534,prior,12,3,13,21
2021788,2534,prior,13,3,14,21
2935846,2534,prior,14,4,09,8
1401821,2534,prior,15,4,09,14
925488,2534,prior,16,3,13,13
3420796,2534,prior,17,3,14,7
1263284,2534,prior,18,3,14,7
1461321,2534,prior,19,3,15,7
1764942,2534,prior,20,4,08,8
2406664,2534,test,21,3,15,6
